make,model,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,drivetrain,vehicle_age
23,2,1.1381480423668138,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.11624567932445402,9,Big Horn,5,4.0,1,-0.28135375487034925
12,104,-0.4414476083106057,16V PDI DOHC Turbo,-0.646720197947545,4,-0.13229005697975935,21,2.5T XRT,5,4.0,0,-0.28135375487034925
15,23,-0.630509926872777,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,19,Limited,6,4.0,1,-0.28135375487034925
12,116,-0.9530630124334819,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.11424013211754086,9,SEL,7,4.0,2,-0.28135375487034925
16,117,-0.06884224894623496,"4 port/direct injection, DOHC, variable valve control, in",-0.646720197947545,4,-0.10220684887606185,32,SX,6,4.0,0,3.0747946067973886
5,42,-1.0062536990810533,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11223458491062768,9,LS,6,4.0,0,-0.28135375487034925
15,56,-0.16007266368459236,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.13429560418667252,32,Altitude,6,4.0,1,-0.28135375487034925
7,61,0.07855493358477665,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,R/T Plus,6,4.0,0,-0.28135375487034925
15,140,1.9460187968411173,24V GDI DOHC Twin Turbo,0.8344538325517469,4,19.34157332214709,19,Series III,6,4.0,1,3.0747946067973886
21,31,-0.16061376934733468,c,-0.646720197947545,3,-0.12627341535901987,32,Base 4MATIC,7,4.0,0,-0.28135375487034925
21,31,3.5018599089241484,c,-0.646720197947545,3,-0.11825122653136719,1,Base 4MATIC,6,4.0,0,-0.28135375487034925
22,50,-0.6594590798294918,24V GDI DOHC,0.8344538325517469,4,-0.11624567932445402,28,SV,5,4.0,3,-0.28135375487034925
5,42,-1.0190237927217722,16V GDI DOHC Turbo,-0.646720197947545,4,-0.1302845097728462,9,1LT,6,4.0,0,-0.28135375487034925
23,2,0.6967681532678924,16V MPFI OHV,2.3156278630510387,4,0.05623138047007835,19,Tradesman,5,2.0,1,3.0747946067973886
22,127,-0.005586996971656187,Unleaded V-8 5.6 L/339,2.3156278630510387,4,-0.13229005697975935,32,SV,5,4.0,1,-0.28135375487034925
9,106,-0.38652538354225885,12V GDI OHV,0.8344538325517469,4,-0.13429560418667252,19,Work Van,0,3.0,3,-0.28135375487034925
5,42,-0.946840297311945,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,9,RS,6,4.0,2,-0.28135375487034925
22,127,-0.18729027852053173,"ce 5.6L V-8 gasoline direct injection, DOHC, variable val",2.3156278630510387,4,-0.13229005697975935,32,SV,5,4.0,1,3.0747946067973886
11,60,-1.2274035834438448,"gasoline direct injection, DOHC, i-VTEC variable valve co",-0.646720197947545,4,-0.11424013211754086,32,LX,6,4.0,0,-0.28135375487034925
16,79,-0.8562050988026042,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.10822349049680136,6,Touring,6,4.0,2,-0.28135375487034925
3,39,-0.7544772342070455,12V GDI DOHC Turbo,-1.3873072131971909,4,-0.12025677373828035,28,Avenir,6,4.0,0,-0.28135375487034925
16,33,0.12200571830298601,c Motor,-0.646720197947545,3,-0.13229005697975935,1,Light Long Range,6,4.0,3,-0.28135375487034925
20,21,0.41750352072657426,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.12627341535901987,32,Premium Plus,6,4.0,0,-0.28135375487034925
8,34,-0.2985957133466297,"t 2L I-4 gasoline direct injection, DOHC, variable valve",-0.646720197947545,4,-0.11624567932445402,19,SEL,6,4.0,0,-0.28135375487034925
16,120,-0.8196804665674967,16V PDI DOHC,-0.646720197947545,4,-0.11424013211754086,19,SX,6,4.0,2,-0.28135375487034925
15,23,-1.1507289110332561,"gasoline direct injection, DOHC, variable valve control,",-0.646720197947545,4,-0.11424013211754086,32,Latitude,6,4.0,1,-0.28135375487034925
23,88,0.20327978884688447,24V MPFI DOHC,0.8344538325517469,4,-0.12827896256593302,28,High Roof,0,3.0,2,-0.28135375487034925
12,65,-0.08783505770849086,c,-0.646720197947545,3,-0.11022903770371452,32,SEL,7,4.0,0,-0.28135375487034925
16,120,-1.025030065578212,16V PDI DOHC,-0.646720197947545,4,-0.11424013211754086,19,EX,6,4.0,2,-0.28135375487034925
10,36,1.6986252878353227,c,-0.646720197947545,3,0.17255311847104204,1,Base,7,4.0,0,3.0747946067973886
12,64,0.12887776021981365,c,-0.646720197947545,3,-0.12426786815210669,1,Limited,6,4.0,0,-0.28135375487034925
12,135,-0.7991725619495622,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.06811254635853801,9,SEL Convenience,6,4.0,0,-0.28135375487034925
12,135,-0.7709809569206867,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.10421239608297501,9,N Line,6,4.0,0,-0.28135375487034925
21,53,1.9207491623910504,24V GDI DOHC Turbo,0.8344538325517469,4,-0.12025677373828035,28,4MATIC,6,4.0,0,-0.28135375487034925
15,56,-0.14086341265723953,OHV,0.8344538325517469,4,-0.12426786815210669,19,Laredo,6,4.0,1,-0.28135375487034925
20,21,0.4472643321774026,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.12627341535901987,32,Premium Plus,6,4.0,0,-0.28135375487034925
15,139,1.3936040257474693,24V GDI DOHC Twin Turbo,0.8344538325517469,4,-0.11825122653136719,19,Series II,6,4.0,1,-0.28135375487034925
5,112,-0.027123002348801054,16V GDI OHV,2.3156278630510387,4,-0.1302845097728462,32,LT,5,4.0,1,-0.28135375487034925
20,21,0.2870970560056719,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.13429560418667252,19,Premium,6,4.0,0,-0.28135375487034925
26,124,-1.0559813094870736,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11223458491062768,16,1.5T SE,6,4.0,0,-0.28135375487034925
7,22,-0.7744440331622376,24V MPFI DOHC,0.8344538325517469,4,-0.09418466004840918,19,SXT,7,4.0,3,3.0747946067973886
7,22,-0.7602670647983885,24V MPFI DOHC,0.8344538325517469,4,-0.09418466004840918,19,SXT,7,4.0,3,3.0747946067973886
21,54,2.5998367691326787,24V GDI DOHC Turbo,0.8344538325517469,4,-0.12426786815210669,28,4MATIC,6,4.0,0,-0.28135375487034925
7,61,-0.29919092957564625,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,9,R/T Plus,6,4.0,0,-0.28135375487034925
0,73,0.4067355180380018,24V GDI SOHC,0.8344538325517469,4,-0.12426786815210669,3,Technology,6,4.0,0,-0.28135375487034925
15,23,-0.9666447645683144,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,19,Latitude,6,4.0,1,-0.28135375487034925
12,64,-0.4148793202699571,c,-0.646720197947545,3,-0.12025677373828035,1,SE,6,4.0,0,-0.28135375487034925
7,61,-0.275003506451064,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,9,R/T Plus,6,4.0,0,-0.28135375487034925
17,28,0.39905181762706066,16V GDI DOHC Turbo,-0.646720197947545,4,-0.09619020725532235,28,Dynamic SE,6,4.0,0,-0.28135375487034925
8,131,0.0903510370325595,"6 port/direct injection, DOHC, variable valve control, re",0.8344538325517469,4,-0.13229005697975935,32,Base,0,3.0,3,-0.28135375487034925
21,31,3.4645236181949275,c,-0.646720197947545,3,-0.12426786815210669,1,Base 4MATIC,6,4.0,0,-0.28135375487034925
0,73,0.3607415367049035,24V GDI SOHC,0.8344538325517469,4,-0.12426786815210669,3,Technology,6,4.0,2,-0.28135375487034925
15,58,0.13515458590762472,OHV,0.8344538325517469,4,-0.11424013211754086,19,Limited,6,4.0,1,-0.28135375487034925
15,23,-0.6294818261135665,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,19,Limited,6,4.0,1,-0.28135375487034925
23,2,-0.16061376934733468,16V MPFI OHV,2.3156278630510387,4,0.062248022090817846,19,Tradesman,5,2.0,1,-0.28135375487034925
5,133,-1.377289852023471,12V GDI DOHC Turbo,-1.3873072131971909,4,-0.12426786815210669,9,LT,6,4.0,2,-0.28135375487034925
2,151,2.530304691470289,c,-0.646720197947545,3,-0.06009035753088535,1,M60,7,4.0,0,-0.28135375487034925
15,142,0.23574612861142447,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.1302845097728462,32,Rubicon X,6,4.0,1,-0.28135375487034925
23,2,1.621247178063169,oled Turbo Diesel I-6 6.7 L/408,0.8344538325517469,0,-0.09418466004840918,32,Laramie,5,4.0,1,-0.28135375487034925
11,80,-0.3129350134093015,"6 gasoline direct injection, i-VTEC variable valve contro",0.8344538325517469,4,-0.13429560418667252,32,Touring,4,4.0,2,-0.28135375487034925
23,89,0.8788502087806876,"6 DOHC, variable valve control, regular unleaded, engine",0.8344538325517469,4,-0.10020130166914869,32,High Roof,0,3.0,2,3.0747946067973886
2,151,2.3376710755340184,c,-0.646720197947545,3,-0.12827896256593302,1,M60,7,4.0,0,-0.28135375487034925
5,112,0.4059238595438883,"5.3L V-8 gasoline direct injection, variable valve contr",2.3156278630510387,4,-0.12426786815210669,32,Custom Trail Boss,5,4.0,1,-0.28135375487034925
6,82,-0.26152997544877987,"6 DOHC, VVT variable valve control, engine with cylinder",0.8344538325517469,4,-0.08415692401384335,26,Touring L,3,4.0,2,3.0747946067973886
15,23,-1.1511076849971758,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11223458491062768,19,Latitude,6,4.0,1,-0.28135375487034925
7,61,-0.8385109436309299,16V GDI DOHC Turbo,-0.646720197947545,4,-0.025996055013361503,28,GT,6,4.0,0,-0.28135375487034925
15,56,0.002746030234575746,24V MPFI DOHC,0.8344538325517469,4,-0.12226232094519353,19,Limited,6,4.0,1,-0.28135375487034925
15,140,2.0051616457788546,24V GDI DOHC Twin Turbo,0.8344538325517469,4,-0.11022903770371452,19,Series II,6,4.0,1,-0.28135375487034925
20,21,0.2849326333547026,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",-0.646720197947545,4,-0.1302845097728462,19,Base,6,4.0,0,-0.28135375487034925
12,135,-0.47304817901475793,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12025677373828035,9,Limited,6,4.0,0,-0.28135375487034925
8,15,-1.0883394281190653,oBoost,-1.3873072131971909,4,-0.13429560418667252,19,Big Bend,6,4.0,1,-0.28135375487034925
6,1,-0.16061376934733468,24V MPFI DOHC,0.8344538325517469,4,-0.11424013211754086,19,Touring,7,4.0,3,3.0747946067973886
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.09619020725532235,19,Pursuit,6,4.0,0,3.0747946067973886
2,151,1.329050120182309,c,-0.646720197947545,3,-0.12025677373828035,1,eDrive40,7,4.0,3,-0.28135375487034925
15,58,0.8780385502865742,"ar 3.6L V-6 DOHC, VVT variable valve control, regular unl",0.8344538325517469,4,-0.08014582960001701,32,Overland,6,4.0,1,-0.28135375487034925
22,68,-1.2788086214043666,"4 DOHC, CVTCS variable valve control, regular unleaded, e",-0.646720197947545,4,-0.10421239608297501,34,SR,6,4.0,2,-0.28135375487034925
7,29,0.20896139830567897,16V MPFI OHV,2.3156278630510387,4,-0.11022903770371452,19,R/T,6,4.0,0,3.0747946067973886
17,27,1.4886762906912974,24V GDI DOHC Turbo,0.8344538325517469,4,-0.11624567932445402,19,P400 X-Dynamic SE,6,2.0,1,-0.28135375487034925
15,142,0.4607378631796867,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.12827896256593302,18,Sahara,6,4.0,1,-0.28135375487034925
6,82,-0.19930282423341153,24V MPFI DOHC,0.8344538325517469,4,-0.05006262149631951,28,Touring-L,4,4.0,0,-0.28135375487034925
15,23,-0.16061376934733468,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,19,Limited,6,4.0,1,-0.28135375487034925
8,34,-0.48365385000450767,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12426786815210669,19,SEL,6,4.0,0,-0.28135375487034925
15,55,-0.18085112113389795,24V MPFI DOHC,0.8344538325517469,4,-0.11022903770371452,32,Sport,5,4.0,1,-0.28135375487034925
9,148,1.4347280561158866,"5.3L V-8 gasoline direct injection, variable valve contr",2.3156278630510387,4,-0.12827896256593302,32,SLT,6,4.0,3,-0.28135375487034925
1,103,3.034615169146144,c,-0.646720197947545,3,-0.11022903770371452,32,Premium Plus,6,4.0,0,-0.28135375487034925
7,29,-0.16061376934733468,16V MPFI OHV,2.3156278630510387,4,-0.07212364077236434,19,Pursuit,6,4.0,0,3.0747946067973886
1,91,1.5454923852792424,"gasoline direct injection, DOHC, variable valve control,",-0.646720197947545,4,-0.11022903770371452,13,55 Prestige,6,4.0,0,-0.28135375487034925
2,144,3.5340556958573175,32V GDI DOHC Twin Turbo,2.3156278630510387,4,0.7621839973035132,19,M60i,6,4.0,0,-0.28135375487034925
15,23,-0.863131251285706,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,19,Latitude,6,4.0,1,-0.28135375487034925
16,118,-0.5813234221294988,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,5,-0.11424013211754086,32,EX,6,4.0,2,-0.28135375487034925
7,61,-0.6269927400649518,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",-0.646720197947545,4,0.01210934191798867,26,GT Plus AWD,6,4.0,0,-0.28135375487034925
16,107,-1.1635531152402496,16V MPFI DOHC,-0.646720197947545,4,-0.10421239608297501,33,S,6,4.0,0,-0.28135375487034925
23,0,0.6348115548838953,16V MPFI OHV,2.3156278630510387,4,-0.13429560418667252,19,Tradesman,5,4.0,1,-0.28135375487034925
15,23,-1.2593288175456425,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12827896256593302,19,Latitude,6,4.0,1,-0.28135375487034925
15,23,-1.0988368779762665,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12226232094519353,19,Latitude Lux,6,4.0,1,-0.28135375487034925
7,61,-0.40779083608803257,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,9,R/T,6,4.0,0,-0.28135375487034925
16,79,-0.7033427490778951,16V GDI DOHC Hybrid,-0.646720197947545,5,0.6659177313716811,32,SX Touring,6,4.0,2,-0.28135375487034925
7,61,0.11075072051794548,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,R/T Plus,6,4.0,0,-0.28135375487034925
7,61,-1.0407221297977398,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,28,GT,6,4.0,0,-0.28135375487034925
15,57,0.6153858615914456,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.12827896256593302,32,Anniversary Edition,6,4.0,1,-0.28135375487034925
3,40,-0.7033427490778951,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12226232094519353,28,Preferred,6,4.0,0,3.0747946067973886
8,44,-0.8951647065200522,der,-0.646720197947545,5,-0.13429560418667252,34,ST-Line,6,4.0,2,-0.28135375487034925
8,44,-0.4528108272281947,der,-0.646720197947545,5,-0.13429560418667252,34,S,6,4.0,2,-0.28135375487034925
15,58,0.01318936952550278,OHV,0.8344538325517469,4,-0.12025677373828035,19,Limited,6,4.0,1,-0.28135375487034925
5,112,0.8269581757236979,"5.3L V-8 gasoline direct injection, variable valve contr",2.3156278630510387,4,-0.12426786815210669,37,LT Trail Boss,5,4.0,1,-0.28135375487034925
12,104,-0.3698052185635208,16V PDI DOHC Turbo,-0.646720197947545,4,-0.13229005697975935,21,2.5T Limited,5,4.0,0,-0.28135375487034925
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.12426786815210669,19,Pursuit,6,4.0,0,3.0747946067973886
15,56,-0.1292837514745536,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.11022903770371452,32,Limited,6,4.0,1,-0.28135375487034925
15,58,0.17974169251759298,24V VVT,0.8344538325517469,4,-0.13429560418667252,19,Limited,6,4.0,1,-0.28135375487034925
8,131,0.14716713162050452,"6 port/direct injection, DOHC, variable valve control, re",0.8344538325517469,4,-0.13429560418667252,32,Base,0,3.0,3,-0.28135375487034925
8,14,1.0227843150701483,24V PDI DOHC Twin Turbo,0.8344538325517469,4,-0.11624567932445402,3,Wildtrak,6,4.0,1,-0.28135375487034925
7,61,-0.9549568822530801,">

    
    <dt>VIN</dt>
     ZACNDFAN0R3A12168",-0.646720197947545,4,-0.038029338254840506,25,GT AWD,6,4.0,0,-0.28135375487034925
16,79,-0.9887759861744758,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.10020130166914869,30,EX,6,4.0,2,-0.28135375487034925
24,81,-0.3127185711442046,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,33,Wilderness,6,4.0,0,-0.28135375487034925
12,35,-1.247424492965311,".6L I-4 gasoline direct injection, DOHC, D-CVVT variable",-0.646720197947545,5,-0.10621794328988819,32,Blue,7,4.0,2,-0.28135375487034925
0,73,0.3607415367049035,24V GDI SOHC,0.8344538325517469,4,-0.12426786815210669,3,Technology,6,4.0,2,-0.28135375487034925
16,32,-0.36715380081608334,c,-0.646720197947545,3,-0.10220684887606185,32,Wind,6,4.0,0,-0.28135375487034925
8,77,-0.019655744202956855,c,-0.646720197947545,3,-0.11424013211754086,1,Premium,6,4.0,0,-0.28135375487034925
8,77,-0.1817168901942857,c,-0.646720197947545,3,-0.11624567932445402,1,GT,6,4.0,0,3.0747946067973886
23,2,0.7619172750620694,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",0.8344538325517469,0,-0.12226232094519353,32,Tradesman Crew Cab 4x4 8&#39; Box,5,4.0,1,-0.28135375487034925
23,2,1.7526276329770074,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",0.8344538325517469,0,-0.11825122653136719,32,Laramie Crew Cab 4x4 8&#39; Box,5,4.0,1,-0.28135375487034925
21,31,3.67149653419387,c,-0.646720197947545,3,-0.13229005697975935,32,Base 4MATIC,7,4.0,0,-0.28135375487034925
5,112,-0.03448203936209679,16V GDI OHV,2.3156278630510387,4,-0.1302845097728462,32,LT,5,4.0,1,-0.28135375487034925
5,112,-0.37867935143249504,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11624567932445402,32,LT,5,4.0,1,-0.28135375487034925
15,23,-1.1507289110332561,"gasoline direct injection, DOHC, variable valve control,",-0.646720197947545,4,-0.11825122653136719,32,Latitude,6,4.0,1,-0.28135375487034925
16,120,-0.7923546305990089,16V PDI DOHC,-0.646720197947545,4,-0.11424013211754086,19,X-Line,6,4.0,0,-0.28135375487034925
11,90,0.30663097043067017,c,-0.646720197947545,4,-0.11825122653136719,1,TOURING,6,4.0,0,-0.28135375487034925
11,90,0.30663097043067017,c,-0.646720197947545,4,-0.11825122653136719,1,TOURING,6,4.0,0,-0.28135375487034925
12,135,-0.9211918888979584,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.10421239608297501,9,Blue,6,4.0,0,-0.28135375487034925
20,21,0.2605828785312976,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.11825122653136719,32,Premium,6,4.0,0,-0.28135375487034925
12,135,-0.5574065518362877,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.08415692401384335,9,Limited,6,4.0,0,-0.28135375487034925
12,64,0.08829483551413865,c,-0.646720197947545,3,-0.12025677373828035,1,Limited,6,4.0,0,-0.28135375487034925
8,77,-0.23555690363714785,c,-0.646720197947545,3,-0.11424013211754086,1,Select,6,4.0,0,-0.28135375487034925
7,22,-0.6841334980505421,24V MPFI DOHC,0.8344538325517469,4,-0.09418466004840918,19,SXT,7,4.0,3,3.0747946067973886
23,0,-0.1873984996530802,16V MPFI OHV,2.3156278630510387,4,-0.12426786815210669,19,Tradesman,5,4.0,1,-0.28135375487034925
8,45,2.056296130908005,24V PDI DOHC Twin Turbo,0.8344538325517469,4,-0.12226232094519353,3,Platinum,6,4.0,1,-0.28135375487034925
12,64,-0.2621251916777964,c,-0.646720197947545,3,-0.12426786815210669,1,SEL,6,4.0,0,-0.28135375487034925
8,34,-0.16061376934733468,16V GDI DOHC Turbo,-0.646720197947545,4,1.516269747102864,19,SE,6,4.0,0,-0.28135375487034925
15,55,0.22059517005463913,24V MPFI DOHC,0.8344538325517469,4,-0.13429560418667252,19,Rubicon,5,4.0,1,3.0747946067973886
15,56,-0.35432959660909,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.12426786815210669,32,Altitude,6,4.0,1,-0.28135375487034925
6,82,-0.2148325567541165,24V MPFI DOHC,0.8344538325517469,4,-0.11825122653136719,28,Touring-L,4,4.0,2,-0.28135375487034925
15,142,-0.03156006878328819,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,19,Sport,6,4.0,1,-0.28135375487034925
26,67,-1.5082374224071158,16V GDI DOHC Turbo,-0.646720197947545,4,-0.07814028239310385,19,1.5T S,7,4.0,2,-0.28135375487034925
7,29,-0.16061376934733468,24V MPFI DOHC,0.8344538325517469,4,-0.09217911284149602,19,Pursuit,6,4.0,0,-0.28135375487034925
15,56,-0.1292837514745536,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.11624567932445402,32,Limited,6,4.0,1,-0.28135375487034925
15,57,0.2578773502175859,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11022903770371452,19,Base,6,4.0,1,-0.28135375487034925
23,2,1.879084026359891,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.12226232094519353,9,Laramie,5,4.0,1,-0.28135375487034925
23,0,1.1748891168670181,oled Turbo Diesel I-6 6.7 L/408,0.8344538325517469,0,-0.12426786815210669,32,Tradesman,5,4.0,1,-0.28135375487034925
7,61,-0.1971384015824422,"4 gasoline direct injection, DOHC, Multiair variable valv",-0.646720197947545,4,-0.09217911284149602,9,R/T Plus EAWD,6,4.0,0,-0.28135375487034925
8,77,0.08937704683962332,c,-0.646720197947545,3,-0.11022903770371452,1,Premium,6,4.0,0,-0.28135375487034925
5,112,-0.05158097830475452,16V GDI OHV,2.3156278630510387,4,-0.1302845097728462,32,LT,5,4.0,1,-0.28135375487034925
12,65,0.04392417116926731,c,-0.646720197947545,3,-0.13229005697975935,32,SEL,7,4.0,0,-0.28135375487034925
26,124,-0.7819112913080818,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.12426786815210669,15,1.5T SEL,6,4.0,0,-0.28135375487034925
8,45,1.8428299469561544,24V PDI DOHC Twin Turbo,0.8344538325517469,4,-0.12226232094519353,3,Limited,6,4.0,1,-0.28135375487034925
12,116,-0.6094609165921002,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.12426786815210669,9,Limited,7,4.0,2,-0.28135375487034925
23,2,1.1831680335069759,oled Turbo Diesel I-6 6.7 L/408,0.8344538325517469,0,0.37110229195544553,32,Tradesman,5,4.0,1,3.0747946067973886
15,56,-0.16521316748064452,OHV,0.8344538325517469,4,-0.12226232094519353,19,Laredo,6,4.0,1,-0.28135375487034925
15,142,0.22146093911502687,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.1302845097728462,32,Rubicon X,6,4.0,1,-0.28135375487034925
15,23,-0.9132917462219203,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11424013211754086,19,Latitude,6,4.0,1,-0.28135375487034925
12,64,-0.2575799041107608,c,-0.646720197947545,3,-0.12827896256593302,1,SEL,6,4.0,0,-0.28135375487034925
15,141,-0.08231577994851906,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.11424013211754086,32,Sport S,6,4.0,1,-0.28135375487034925
2,144,2.2083468221386005,24V DOHC,0.8344538325517469,4,-0.12627341535901987,19,xDrive40i,6,4.0,0,-3.637502116538087
7,29,-0.15114442024934385,16V MPFI OHV,2.3156278630510387,4,-0.12426786815210669,19,Pursuit,6,4.0,0,3.0747946067973886
12,104,-0.7052366188974932,16V PDI DOHC,-0.646720197947545,4,-0.13229005697975935,19,2.5L SEL,5,4.0,0,-0.28135375487034925
20,21,0.49087744859443466,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.12827896256593302,19,Premium Plus,6,4.0,0,-0.28135375487034925
8,15,-1.0142079523233656,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",-1.3873072131971909,4,-0.10822349049680136,32,Big Bend,6,4.0,1,-0.28135375487034925
12,84,-0.17468251657863534,24V GDI DOHC,0.8344538325517469,4,-0.08415692401384335,19,SEL,6,4.0,0,-0.28135375487034925
12,104,-0.7377570692283074,16V PDI DOHC Turbo,-0.646720197947545,4,-0.11424013211754086,21,2.5T XRT,5,4.0,0,-0.28135375487034925
2,150,1.5782292778751534,c,-0.646720197947545,3,-0.12426786815210669,1,M50,2,4.0,0,-0.28135375487034925
23,0,1.345012737233208,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",0.8344538325517469,0,-0.10421239608297501,32,Power Wagon,5,4.0,1,-0.28135375487034925
20,21,0.2849326333547026,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",-0.646720197947545,4,-0.1302845097728462,19,Base,6,4.0,0,-0.28135375487034925
11,18,-0.5291067256748637,16V GDI DOHC Hybrid,-0.646720197947545,5,0.0020816058834228356,33,Sport-L,6,4.0,0,-0.28135375487034925
15,56,-0.3859842778795165,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.10220684887606185,24,Laredo,6,4.0,1,3.0747946067973886
7,61,-0.16061376934733468,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,28,GT,6,4.0,0,-0.28135375487034925
12,116,-0.6094609165921002,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.11624567932445402,9,Limited,7,4.0,2,-0.28135375487034925
2,4,2.863084674056824,24V GDI DOHC Turbo,0.8344538325517469,4,-0.09619020725532235,19,i,7,4.0,3,-0.28135375487034925
26,124,-1.143694537417606,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12827896256593302,16,1.5T SE,6,4.0,0,-0.28135375487034925
26,124,-1.1399609083446838,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.12426786815210669,22,1.5T SE,6,4.0,2,-0.28135375487034925
23,2,-0.16061376934733468,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.08816801842766968,9,Big Horn,5,4.0,1,-0.28135375487034925
9,126,-0.9221117685246204,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,28,SLE,6,4.0,0,-0.28135375487034925
12,84,-0.16413095615515985,24V GDI DOHC,0.8344538325517469,4,-0.08215137680693019,19,SEL,6,4.0,0,-0.28135375487034925
26,124,-0.9592316169887445,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.11223458491062768,24,1.5T SE,6,4.0,2,-0.28135375487034925
8,46,-0.5404699445924527,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11624567932445402,3,XLT,6,4.0,3,-0.28135375487034925
22,68,-1.3816186973254099,"4 DOHC, CVTCS variable valve control, regular unleaded, e",-0.646720197947545,4,-0.10421239608297501,34,SV,6,4.0,2,-0.28135375487034925
15,57,1.0317666690716711,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11223458491062768,19,Summit,6,4.0,1,-0.28135375487034925
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.07011809356545118,19,Pursuit,6,4.0,0,3.0747946067973886
22,137,-1.7390730981329952,16V MPFI DOHC,-0.646720197947545,4,-0.11825122653136719,33,S,7,4.0,2,-0.28135375487034925
