make,model,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,drivetrain,vehicle_age
5,128,-0.9498163784570278,"1.3L I-3 gasoline direct injection, DOHC, variable valve",-1.3873072131971909,4,-0.13429560418667252,28,RS,6,4.0,0,-0.28135375487034925
2,150,1.0579561831484,c,-0.646720197947545,3,-0.12426786815210669,1,eDrive40,2,4.0,3,-0.28135375487034925
12,104,-0.8551228874771195,16V PDI DOHC,-0.646720197947545,4,-0.11223458491062768,19,2.5L SEL,5,4.0,0,-0.28135375487034925
7,61,-0.6873801320269962,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",-0.646720197947545,4,-0.11624567932445402,27,GT AWD,6,4.0,0,-0.28135375487034925
12,104,-0.43928318565963637,16V PDI DOHC Turbo,-0.646720197947545,4,-0.13229005697975935,21,2.5T XRT,5,4.0,0,-0.28135375487034925
12,104,-0.9311482330924173,16V PDI DOHC,-0.646720197947545,4,-0.13229005697975935,19,2.5L SEL,5,4.0,0,-0.28135375487034925
15,142,0.41863984261833315,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,19,Sahara,6,4.0,1,-0.28135375487034925
15,23,-1.1833034719303448,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11223458491062768,19,Latitude,6,4.0,1,-0.28135375487034925
26,124,-1.0559813094870736,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12025677373828035,16,1.5T SE,6,4.0,0,-0.28135375487034925
8,44,-0.9820121653901966,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",-1.3873072131971909,4,-0.1302845097728462,19,Active,6,4.0,2,-0.28135375487034925
8,15,-0.8075055891557942,oBoost,-1.3873072131971909,4,-0.13429560418667252,19,Outer Banks,6,4.0,1,-0.28135375487034925
12,105,-0.4154745364989737,Turbo DOHC,-0.646720197947545,4,-0.13229005697975935,32,XRT,6,,0,-0.28135375487034925
12,65,0.09127091665922148,c,-0.646720197947545,3,-0.11022903770371452,1,SEL,7,4.0,0,3.0747946067973886
12,64,-0.018302980046101022,c,-0.646720197947545,3,-0.12627341535901987,1,SEL,6,4.0,3,-0.28135375487034925
15,23,-0.9962973548865943,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,19,Latitude,6,4.0,1,-0.28135375487034925
7,29,-0.2857715091396364,24V MPFI DOHC,0.8344538325517469,4,-0.10822349049680136,19,GT,6,4.0,0,-0.28135375487034925
7,61,-0.9549568822530801,">

    
    <dt>VIN</dt>
     ZACNDFAN0R3A12168",-0.646720197947545,4,-0.038029338254840506,25,GT AWD,6,4.0,0,-0.28135375487034925
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.06610699915162485,19,Pursuit,6,4.0,0,3.0747946067973886
15,58,-0.5824056334549835,24V VVT,0.8344538325517469,4,-0.13429560418667252,19,Laredo,6,4.0,1,-0.28135375487034925
7,61,-0.23209382739559692,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.13229005697975935,9,R/T,6,4.0,0,-0.28135375487034925
15,140,1.5372675792055588,24V GDI DOHC Twin Turbo,0.8344538325517469,4,-0.10220684887606185,19,Series II,6,4.0,1,-0.28135375487034925
12,35,-1.247424492965311,".6L I-4 gasoline direct injection, DOHC, D-CVVT variable",-0.646720197947545,5,-0.10822349049680136,32,Blue,7,4.0,2,-0.28135375487034925
23,2,1.829302305387596,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",0.8344538325517469,0,-0.12226232094519353,32,Laramie Crew Cab 4x4 8&#39; Box,5,4.0,1,-0.28135375487034925
26,11,-0.08615763015398963,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11424013211754086,19,2.0T SEL R-Line,6,4.0,0,-0.28135375487034925
23,2,1.6721652209272226,"High Output 6.7L I-6 diesel direct injection, VVT interc",0.8344538325517469,0,-0.13429560418667252,32,Laramie Crew Cab 4x4 8&#39; Box,5,4.0,1,-0.28135375487034925
20,21,0.2605828785312976,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.11825122653136719,32,Premium,6,4.0,0,-0.28135375487034925
23,2,0.9430794509482026,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",0.8344538325517469,0,-0.10822349049680136,32,Tradesman/SLT/Laramie/Limited,5,4.0,1,-0.28135375487034925
20,21,0.4472643321774026,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.12627341535901987,32,Premium Plus,6,4.0,0,-0.28135375487034925
18,97,1.2519425632415264,16V PDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.09217911284149602,9,F SPORT PERFORMANCE,6,4.0,0,-0.28135375487034925
23,2,2.105266193386186,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",0.8344538325517469,0,-0.12426786815210669,31,Laramie Mega Cab 4x4 6&#39;4&#39; Box,5,4.0,1,-0.28135375487034925
12,64,0.14998088106676466,c,-0.646720197947545,3,-0.11022903770371452,1,SEL,6,4.0,0,-0.28135375487034925
8,77,-0.17387085808452185,c,-0.646720197947545,3,-0.11424013211754086,1,Premium,6,4.0,0,-0.28135375487034925
5,112,0.8139175292516077,24V DDI DOHC Turbo Diesel,0.8344538325517469,0,-0.13429560418667252,32,LT Trail Boss,5,4.0,1,-0.28135375487034925
22,137,-1.6094782919062065,16V MPFI DOHC,-0.646720197947545,4,-0.11223458491062768,33,1.6 SR,7,4.0,2,-0.28135375487034925
20,21,0.02520191523838258,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.12627341535901987,32,Preferred,6,4.0,0,-0.28135375487034925
8,77,-0.17305919959040836,c,-0.646720197947545,3,-0.11223458491062768,1,GT,6,4.0,0,3.0747946067973886
12,105,-0.6511260526232598,Turbo DOHC,-0.646720197947545,4,-0.13229005697975935,32,SE 2.4,6,,0,-0.28135375487034925
16,120,-1.025030065578212,16V PDI DOHC,-0.646720197947545,4,-0.11424013211754086,19,EX,6,4.0,2,-0.28135375487034925
15,142,0.03364316357716298,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11825122653136719,19,Sport,6,4.0,1,-0.28135375487034925
12,64,-0.429218620332629,c,-0.646720197947545,3,-0.11825122653136719,32,SEL,6,4.0,3,-0.28135375487034925
11,90,0.30663097043067017,c,-0.646720197947545,4,-0.11825122653136719,1,TOURING,6,4.0,0,-0.28135375487034925
12,135,-0.7970081392985929,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,SEL Convenience,6,4.0,0,-0.28135375487034925
12,135,-0.7833722765974861,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11624567932445402,9,N Line,6,4.0,0,-0.28135375487034925
15,23,-0.9454875331550892,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11624567932445402,19,Latitude,6,4.0,1,-0.28135375487034925
12,65,0.03878366737321515,;,-0.646720197947545,3,-0.11424013211754086,32,SE,7,4.0,0,-0.28135375487034925
15,142,0.6345410020525242,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,19,Rubicon,6,4.0,1,-0.28135375487034925
26,124,-1.3115455140002776,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,16,1.5T S,6,4.0,0,-0.28135375487034925
22,68,-1.273397564776943,"4 DOHC, CVTCS variable valve control, regular unleaded, e",-0.646720197947545,4,-0.10421239608297501,34,SR,6,4.0,2,-0.28135375487034925
2,151,2.255964120459926,c,-0.646720197947545,3,-0.12025677373828035,1,M60,7,4.0,0,-0.28135375487034925
12,104,-0.6930617414857907,16V PDI DOHC,-0.646720197947545,4,-0.13229005697975935,19,2.5L SEL,5,4.0,0,-0.28135375487034925
15,56,0.13574980213664128,24V MPFI DOHC,0.8344538325517469,4,-0.12226232094519353,19,Limited,6,4.0,1,-0.28135375487034925
15,23,-0.5355999936277717,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11424013211754086,19,Limited,6,4.0,1,-0.28135375487034925
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.12426786815210669,19,Pursuit,6,4.0,0,3.0747946067973886
12,104,-0.43663176791219893,16V PDI DOHC Turbo,-0.646720197947545,4,-0.13229005697975935,21,2.5T XRT,5,4.0,0,-0.28135375487034925
12,135,-0.5574065518362877,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,Limited,6,4.0,0,-0.28135375487034925
15,139,0.8546627856561053,24V GDI DOHC Twin Turbo,0.8344538325517469,4,-0.11825122653136719,19,Base,6,4.0,1,-0.28135375487034925
7,61,-0.4922574300421108,"4 gasoline direct injection, DOHC, Multiair variable valv",-0.646720197947545,4,-0.12426786815210669,9,R/T EAWD,6,4.0,0,-0.28135375487034925
26,124,-0.9091793431850786,16V GDI DOHC Turbo,-0.646720197947545,4,-0.10822349049680136,16,1.5T SEL,6,4.0,0,-0.28135375487034925
7,61,0.09208257515333498,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.06811254635853801,9,R/T Plus,6,4.0,0,-0.28135375487034925
9,126,-0.3253804436523752,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.13429560418667252,32,Denali,6,4.0,0,-0.28135375487034925
12,64,-0.4148793202699571,c,-0.646720197947545,3,-0.10220684887606185,1,SE,6,4.0,0,-0.28135375487034925
7,29,-0.15114442024934385,16V MPFI OHV,2.3156278630510387,4,-0.06610699915162485,19,Pursuit,6,4.0,0,3.0747946067973886
15,58,0.22054105948836492,OHV,0.8344538325517469,4,-0.11424013211754086,19,Limited,6,4.0,1,-0.28135375487034925
23,2,1.9680959078810047,oled Turbo Diesel I-6 6.7 L/408,0.8344538325517469,0,-0.03602379104792734,32,Laramie,5,4.0,1,-0.28135375487034925
7,61,-0.08323565957518102,"4 gasoline direct injection, DOHC, Multiair variable valv",-0.646720197947545,4,-0.13429560418667252,7,Hornet R/T Plus Eawd,6,4.0,0,-0.28135375487034925
20,74,-0.6543726865997138,16V GDI DOHC,-0.646720197947545,4,-0.12827896256593302,9,Grand Touring,1,2.0,3,3.0747946067973886
0,73,0.15241585654910514,24V GDI SOHC,0.8344538325517469,4,-0.12827896256593302,3,Base,6,4.0,0,-0.28135375487034925
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.09217911284149602,19,Pursuit,6,4.0,0,3.0747946067973886
15,58,0.1316915096660738,OHV,0.8344538325517469,4,0.3590690087139665,19,Limited,6,4.0,1,-0.28135375487034925
7,29,-0.16061376934733468,16V MPFI OHV,2.3156278630510387,4,-0.07814028239310385,19,Pursuit,6,4.0,0,-0.28135375487034925
7,29,-0.15114442024934385,16V MPFI OHV,2.3156278630510387,4,-0.06811254635853801,19,Pursuit,6,4.0,0,3.0747946067973886
15,139,2.021286594528576,24V GDI DOHC Twin Turbo,0.8344538325517469,4,-0.09017356563458286,19,Series II,6,4.0,1,-0.28135375487034925
12,64,-0.3370683259676096,c,-0.646720197947545,3,-0.12226232094519353,1,SE,6,4.0,0,-0.28135375487034925
5,13,0.26821246837596446,c,-0.646720197947545,3,-0.11624567932445402,1,RS,6,4.0,0,-0.28135375487034925
21,31,3.260797336172439,c,-0.646720197947545,3,-0.12426786815210669,32,Base 4MATIC,7,4.0,0,-0.28135375487034925
15,56,-0.2919942242611732,OHV,0.8344538325517469,4,-0.12226232094519353,19,Laredo,6,4.0,1,-0.28135375487034925
26,63,-0.45670678799993947,"dd>

    
    <dt>VIN</dt>
     1V2BMPE85RC003636",-0.646720197947545,3,-0.13429560418667252,12,Standard,6,4.0,3,-0.28135375487034925
12,104,-0.440365396985121,16V PDI DOHC Turbo,-0.646720197947545,4,-0.13229005697975935,21,2.5T XRT,5,4.0,0,-0.28135375487034925
11,17,-0.6102725750862137,"gasoline direct injection, DOHC, i-VTEC variable valve co",-0.646720197947545,5,-0.12226232094519353,32,Hybrid Sport-L,6,4.0,2,-0.28135375487034925
15,57,0.47486072097726156,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.06610699915162485,32,Trailhawk,6,4.0,1,-0.28135375487034925
23,0,0.8233868783495985,16V MPFI OHV,2.3156278630510387,4,-0.13429560418667252,19,Big Horn,5,4.0,1,-0.28135375487034925
15,58,-0.03908143749540662,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.12226232094519353,32,Altitude,6,4.0,1,-0.28135375487034925
15,139,1.232354538250254,24V GDI DOHC Twin Turbo,0.8344538325517469,4,-0.11825122653136719,19,Series II,6,4.0,1,-0.28135375487034925
15,23,-0.704966066066122,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,19,Trailhawk,6,4.0,1,3.0747946067973886
7,61,0.024714920141914478,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,R/T Plus,6,4.0,0,-0.28135375487034925
5,113,1.0852820191168877,"6.6L V-8 diesel direct injection, intercooled turbo, die",2.3156278630510387,0,-0.12426786815210669,32,LT,5,4.0,1,-0.28135375487034925
5,42,-1.3321075291844864,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.12426786815210669,10,LS,6,4.0,2,-0.28135375487034925
15,141,0.5091127094288512,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.11424013211754086,32,Rubicon,6,4.0,1,-0.28135375487034925
23,88,0.17920058685485066,24V MPFI DOHC,0.8344538325517469,4,-0.12226232094519353,28,High Roof,0,3.0,2,-0.28135375487034925
23,0,1.598520740227991,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.10020130166914869,9,Laramie,5,4.0,1,-0.28135375487034925
9,111,1.9989389306573175,der,2.3156278630510387,1,-0.11624567932445402,5,SLT,5,4.0,1,-0.28135375487034925
8,44,-0.8297450318945041,12V PDI DOHC Turbo,-1.3873072131971909,4,-0.12827896256593302,19,Active,6,4.0,0,-0.28135375487034925
23,0,0.9194331334863627,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.12426786815210669,9,Laramie,5,4.0,1,-0.28135375487034925
15,58,-0.1846388607730943,OHV,0.8344538325517469,4,-0.11424013211754086,19,Laredo,6,4.0,1,-0.28135375487034925
16,32,-0.36715380081608334,c,-0.646720197947545,3,-0.10220684887606185,32,Wind,6,4.0,0,-0.28135375487034925
15,57,0.3238922410721506,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,19,Base,6,4.0,1,-0.28135375487034925
26,124,-1.1871994327020894,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12627341535901987,19,1.5T SE,6,4.0,2,-0.28135375487034925
20,21,0.4770251436282309,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.08215137680693019,32,Premium Plus,6,4.0,0,-0.28135375487034925
20,21,0.2605828785312976,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.11624567932445402,32,Premium,6,4.0,0,-0.28135375487034925
20,21,0.2605828785312976,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.11624567932445402,32,Premium,6,4.0,0,-0.28135375487034925
24,71,-1.0330384293867987,16V GDI DOHC,-0.646720197947545,4,-0.12426786815210669,33,Premium,7,4.0,0,-0.28135375487034925
7,61,-0.8729793743476165,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",-0.646720197947545,4,8.770333994507789,29,GT AWD,6,4.0,0,-0.28135375487034925
20,21,0.23352759539418091,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.11424013211754086,32,Premium,6,4.0,0,-0.28135375487034925
8,48,1.5016628265971133,16V MPFI OHV,2.3156278630510387,4,0.07628685253921001,3,Lariat Super Duty,5,4.0,1,-0.28135375487034925
6,1,-0.16061376934733468,24V MPFI DOHC,0.8344538325517469,4,-0.11424013211754086,19,Touring,7,4.0,3,3.0747946067973886
15,23,-1.0063619202136016,16V GDI DOHC Turbo,-0.646720197947545,4,-0.12025677373828035,19,Latitude,6,4.0,1,-0.28135375487034925
20,21,0.011674273669824245,DOHC 16V LEV3-SULEV30,-0.646720197947545,6,-0.06009035753088535,32,Preferred,6,4.0,0,-0.28135375487034925
0,73,0.3361212290501273,24V GDI SOHC,0.8344538325517469,4,-0.12426786815210669,3,Technology,6,4.0,2,-0.28135375487034925
2,150,1.2735867897512199,c,-0.646720197947545,3,-0.12426786815210669,1,M50,2,4.0,0,-0.28135375487034925
20,21,0.02931431827522431,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.13429560418667252,19,Preferred,6,4.0,0,-0.28135375487034925
23,2,0.7782586660768879,oled Turbo Diesel I-6 6.7 L/408,0.8344538325517469,0,-0.10621794328988819,32,Tradesman,5,4.0,1,-0.28135375487034925
7,61,-0.7387851699875179,oled Turbo Premium Unleaded I-4 2.0 L/122,-0.646720197947545,4,-0.08816801842766968,32,GT,6,4.0,0,-0.28135375487034925
1,92,2.1453080124291186,c,-0.646720197947545,3,-0.12426786815210669,32,Premium,6,4.0,0,-0.28135375487034925
7,29,-0.15114442024934385,16V MPFI OHV,2.3156278630510387,4,-0.06811254635853801,19,Pursuit,6,4.0,0,3.0747946067973886
2,152,3.2635028644861506,c,-0.646720197947545,3,-0.12426786815210669,1,eDrive50,7,4.0,3,-0.28135375487034925
26,67,-1.3002364056489628,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.11624567932445402,22,1.4T SE,7,4.0,2,-0.28135375487034925
7,61,-0.3973474967971055,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,R/T,6,4.0,0,-0.28135375487034925
7,29,-0.1784702562178317,16V MPFI OHV,2.3156278630510387,4,-0.07412918797927752,19,Pursuit,6,4.0,0,3.0747946067973886
7,29,-0.15114442024934385,16V MPFI OHV,2.3156278630510387,4,-0.06410145194471167,19,Pursuit,6,4.0,0,3.0747946067973886
2,72,0.23872220975650732,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11424013211754086,19,i xDrive,7,4.0,0,-0.28135375487034925
23,2,0.8463297584498735,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.10822349049680136,9,Big Horn,5,4.0,1,-0.28135375487034925
22,100,-0.8564756516339753,"o 1.5L I-3 gasoline direct injection, DOHC, CVTCS variabl",-1.3873072131971909,4,-0.12627341535901987,32,SV,6,4.0,0,-0.28135375487034925
7,61,-0.2982710499489843,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.13429560418667252,9,R/T Plus,6,4.0,0,-0.28135375487034925
7,61,-0.5611401809092098,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.13429560418667252,9,R/T,6,4.0,0,-0.28135375487034925
23,2,0.9254935169090768,"High Output 6.7L I-6 diesel direct injection, VVT interc",0.8344538325517469,0,-0.12226232094519353,32,Tradesman Crew Cab 4x4 8&#39; Box,5,4.0,1,-0.28135375487034925
11,18,-0.7160587321523398,16V GDI DOHC Hybrid,-0.646720197947545,5,-0.13229005697975935,33,Sport,6,4.0,0,-0.28135375487034925
8,45,2.176151035205432,24V PDI DOHC Twin Turbo,0.8344538325517469,4,0.044198097228599346,3,Limited,6,4.0,1,-0.28135375487034925
8,45,1.8276789883993692,24V PDI DOHC Twin Turbo,0.8344538325517469,4,-0.003935035737316666,3,Timberline,6,4.0,1,-0.28135375487034925
1,92,1.8577103526815686,c,-0.646720197947545,3,-0.12426786815210669,32,Premium,6,4.0,0,-0.28135375487034925
5,112,-0.010240505671240255,16V GDI OHV,2.3156278630510387,4,-0.1302845097728462,32,LT,5,4.0,1,-0.28135375487034925
16,120,-0.9577706316993402,"4 port/direct injection, DOHC, CVVT variable valve contro",-0.646720197947545,4,-0.13429560418667252,19,S,6,4.0,0,-0.28135375487034925
16,120,-0.9219494368257977,16V PDI DOHC,-0.646720197947545,4,-0.11424013211754086,19,SX,6,4.0,2,-0.28135375487034925
16,120,-0.5488570823649589,16V PDI DOHC,-0.646720197947545,4,-0.11424013211754086,19,X-Pro Prestige,6,4.0,0,-0.28135375487034925
17,98,0.6499625134406807,16V GDI DOHC Turbo,-0.646720197947545,4,-0.09619020725532235,28,Dynamic SE,6,4.0,0,-0.28135375487034925
11,80,-0.09573520038452892,24V GDI SOHC,0.8344538325517469,4,-0.12627341535901987,3,Elite,4,4.0,2,-0.28135375487034925
23,0,1.79867572487638,oled Turbo Diesel I-6 6.7 L/408,0.8344538325517469,0,-0.12426786815210669,32,Longhorn,5,4.0,1,-0.28135375487034925
11,90,0.34721389513634515,c,-0.646720197947545,4,-0.13229005697975935,1,TOURING,6,4.0,0,-0.28135375487034925
5,42,-1.0232985274574367,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.1302845097728462,10,FWD RS,6,4.0,2,-0.28135375487034925
9,110,1.9323829341400107,32V DDI OHV Turbo Diesel,2.3156278630510387,0,-0.1302845097728462,3,Denali,5,4.0,1,-0.28135375487034925
16,120,-1.0875818801912258,"4 port/direct injection, DOHC, CVVT variable valve contro",-0.646720197947545,4,-0.13429560418667252,19,S,6,4.0,2,-0.28135375487034925
7,29,-0.32267491533866355,24V MPFI DOHC,0.8344538325517469,4,-0.06410145194471167,19,Pursuit,6,4.0,0,3.0747946067973886
1,91,1.0747304586934123,"gasoline direct injection, DOHC, variable valve control,",-0.646720197947545,4,-0.11022903770371452,13,Premium 55 TFSI e S line quattro S tronic,6,4.0,0,-0.28135375487034925
26,67,-1.2217760845513246,"4 gasoline direct injection, DOHC, variable valve control",-0.646720197947545,4,-0.12025677373828035,22,1.4T SE,7,4.0,2,-0.28135375487034925
22,127,-0.23901997987869877,"ce 5.6L V-8 gasoline direct injection, DOHC, variable val",2.3156278630510387,4,-0.11424013211754086,32,SV,5,4.0,1,-0.28135375487034925
1,96,5.603514303015372,c ZEV,-0.646720197947545,3,-0.11424013211754086,1,quattro,7,4.0,0,-0.28135375487034925
8,34,-0.401405789267673,16V GDI DOHC Turbo,-0.646720197947545,4,-0.1302845097728462,19,ST-Line,6,4.0,0,-0.28135375487034925
12,104,-0.7122709925131435,16V PDI DOHC,-0.646720197947545,4,-0.13229005697975935,19,2.5L SEL,5,4.0,0,-0.28135375487034925
26,67,-1.2880615282372605,16V GDI DOHC Turbo,-0.646720197947545,4,-0.08415692401384335,19,1.5T SE,7,4.0,2,-0.28135375487034925
5,42,-1.0839564722508523,16V GDI DOHC Turbo,-0.646720197947545,4,-0.1302845097728462,9,1LT,6,4.0,0,-0.28135375487034925
21,31,-0.16061376934733468,c,-0.646720197947545,3,-0.11424013211754086,32,Base 4MATIC,7,4.0,0,-0.28135375487034925
15,57,0.2578773502175859,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11223458491062768,19,Base,6,4.0,1,-0.28135375487034925
16,120,-0.970486614773785,"4 port/direct injection, DOHC, CVVT variable valve contro",-0.646720197947545,4,-0.13429560418667252,19,S,6,4.0,0,-0.28135375487034925
22,127,0.24088663240747665,"ce 5.6L V-8 gasoline direct injection, DOHC, variable val",2.3156278630510387,4,-0.11424013211754086,32,SV,5,4.0,1,-0.28135375487034925
15,23,-0.7648123523654241,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,19,Latitude,6,4.0,1,-0.28135375487034925
12,135,-0.717032722345276,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11223458491062768,9,SEL Convenience,6,4.0,0,-0.28135375487034925
7,29,-0.15114442024934385,16V MPFI OHV,2.3156278630510387,4,-0.07011809356545118,19,Pursuit,6,4.0,0,3.0747946067973886
13,93,-0.27478706418596704,"o 2L I-4 port/direct injection, DOHC, variable valve cont",-0.646720197947545,4,-0.08415692401384335,36,LUXE,6,4.0,2,-0.28135375487034925
23,2,1.0586055099436908,24V DDI OHV Turbo Diesel,0.8344538325517469,0,-0.1302845097728462,32,Big Horn,5,4.0,1,-0.28135375487034925
8,77,-0.04589936884596002,c,-0.646720197947545,3,-0.12426786815210669,1,Premium,6,4.0,0,-0.28135375487034925
7,29,-0.12706521825731001,16V MPFI OHV,2.3156278630510387,4,-0.06610699915162485,19,Pursuit,6,4.0,0,3.0747946067973886
15,142,0.051391429315111516,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.12827896256593302,18,Sport S,6,4.0,1,-0.28135375487034925
16,32,-0.465635031435188,c,-0.646720197947545,3,-0.10621794328988819,32,Wind,6,4.0,0,-0.28135375487034925
22,68,-1.2301091117575564,"4 DOHC, CVTCS variable valve control, regular unleaded, e",-0.646720197947545,4,-0.10421239608297501,34,SR,6,4.0,2,-0.28135375487034925
20,21,0.1250900205806173,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",-0.646720197947545,4,-0.12426786815210669,19,Base,6,4.0,0,-0.28135375487034925
12,135,-0.8405130345830765,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12426786815210669,9,Blue,6,4.0,0,-0.28135375487034925
7,29,-0.16061376934733468,16V MPFI OHV,2.3156278630510387,4,-0.05607926311705901,19,Pursuit,6,4.0,0,3.0747946067973886
15,23,-0.8684340867805809,DOHC,-0.646720197947545,4,-0.11022903770371452,19,Limited,6,4.0,1,-0.28135375487034925
15,56,0.002746030234575746,24V MPFI DOHC,0.8344538325517469,4,-0.12226232094519353,19,Limited,6,4.0,1,-0.28135375487034925
12,64,-0.23220204852814538,c,-0.646720197947545,3,-0.12426786815210669,1,SEL,6,4.0,0,-0.28135375487034925
12,104,-0.5277539615180079,16V PDI DOHC Turbo,-0.646720197947545,4,-0.13229005697975935,21,2.5T NIGHT,5,4.0,0,-0.28135375487034925
17,28,0.28244354730608784,16V GDI DOHC Turbo,-0.646720197947545,4,-0.11825122653136719,28,Dynamic SE,6,4.0,0,-0.28135375487034925
21,123,1.2025396162331514,16V DDI DOHC Turbo Diesel,-0.646720197947545,0,-0.11624567932445402,28,170 WB High Roof Extended Cargo,0,3.0,3,-0.28135375487034925
12,135,-0.8463569757406937,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.11424013211754086,9,Blue,6,4.0,0,-0.28135375487034925
12,104,-0.7647582417991499,16V PDI DOHC Turbo,-0.646720197947545,4,-0.11424013211754086,21,2.5T XRT,5,4.0,0,-0.28135375487034925
15,23,-0.7648123523654241,16V GDI DOHC Turbo,-0.646720197947545,4,-0.13429560418667252,19,Latitude,6,4.0,1,-0.28135375487034925
15,56,0.16377907546669415,24V MPFI DOHC,0.8344538325517469,4,-0.12226232094519353,19,Limited,6,4.0,1,-0.28135375487034925
15,57,0.4860616081960279,"gasoline direct injection, DOHC, intercooled turbo, premi",-0.646720197947545,4,-0.12827896256593302,32,4x4,6,4.0,1,-0.28135375487034925
15,141,0.9402657015019424,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",0.8344538325517469,4,-0.11424013211754086,32,Rubicon,6,4.0,1,-0.28135375487034925
11,80,-0.10531277061506822,24V GDI SOHC,0.8344538325517469,4,-0.12627341535901987,3,Elite,4,4.0,2,-0.28135375487034925
26,67,-1.3100304181445992,16V GDI DOHC Turbo,-0.646720197947545,4,-0.08415692401384335,19,1.5T SE,7,4.0,2,-0.28135375487034925
15,56,0.03077530356462861,24V MPFI DOHC,0.8344538325517469,4,-0.12226232094519353,19,Limited,6,4.0,1,-0.28135375487034925
27,145,1.377749629829119,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12226232094519353,19,T8 Plus Bright Theme 7 Passenger,6,4.0,0,-0.28135375487034925
15,142,0.09262368081607732,16V GDI DOHC Turbo Hybrid,-0.646720197947545,5,-0.12025677373828035,19,Sport,6,4.0,1,-0.28135375487034925
4,146,0.5834065169233736,24V GDI DOHC,0.8344538325517469,4,-0.07212364077236434,28,Premium Luxury,6,4.0,2,-0.28135375487034925
